onset	duration	trial_type	value	sample	stimulus	is_word	response	correct
50.467	0.0	2Suff RealStemNW	25	50467	believator	0.0	1.0	False
52.426	0.0	2Suff PseudoStemNW	24	52426	coppentator	0.0	1.0	False
54.801	0.0	0Suff w/o Lat.	2	54801	market	1.0	0.0	False
55.777	0.0	2Suff PseudoStemNW	24	55777	thashfulness	0.0	1.0	False
58.177	0.0	0Suff w/o Lat.	2	58177	design	1.0	0.0	False
59.203	0.0	2Suff RealStemNW	25	59203	raceical	0.0	1.0	False
61.195	0.0	1Suff PseudoStemNW	14	61195	rhylphic	0.0	1.0	False
63.571	0.0	0Suff NW	4	63571	manfin	0.0	1.0	False
65.088	0.0	1Suff PseudoStemNW	14	65088	fleepy	0.0	0.0	True
66.272	0.0	2Suff w/o Lat.	22	66272	exhaustively	1.0	0.0	False
67.989	0.0	1Suff w/o Lat.	12	67989	basic	1.0	0.0	False
68.939	0.0	2Suff PseudoStemNW	24	68939	figically	0.0	1.0	False
71.056	0.0	1Suff w/o Lat.	12	71056	poetic	1.0	0.0	False
72.007	0.0	2Suff PseudoStemNW	24	72007	fleedily	0.0	0.0	True
73.332	0.0	2Suff PseudoStemNW	24	73332	artlitackural	0.0	1.0	False
75.549	0.0	1Suff w/o Lat.	12	75549	glorify	1.0	0.0	False
76.641	0.0	2Suff Composite	23	76641	satirical	1.0	0.0	False
77.692	0.0	2Suff w/o Lat.	22	77692	forgetfulness	1.0	0.0	False
78.784	0.0	2Suff w/o Lat.	22	78784	fatally	1.0	0.0	False
79.784	0.0	2Suff RealStemNW	25	79784	differalism	0.0	n/a	False
82.185	0.0	2Suff PseudoStemNW	24	82185	pafferential	0.0	1.0	False
83.544	0.0	1Suff PseudoStemNW	14	83544	vimidate	0.0	0.0	True
84.727	0.0	1Suff RealStemNW	15	84727	delightive	0.0	1.0	False
85.786	0.0	0Suff NW	4	85786	glibe	0.0	0.0	True
86.82	0.0	1Suff PseudoStemNW	14	86820	lenctional	0.0	1.0	False
88.178	0.0	2Suff PseudoStemNW	24	88178	falumfilly	0.0	1.0	False
89.42	0.0	0Suff w/o Lat.	2	89420	govern	1.0	0.0	False
90.487	0.0	2Suff RealStemNW	25	90487	conceptuical	0.0	0.0	True
91.779	0.0	1Suff PseudoStemNW	14	91779	wrotify	0.0	1.0	False
93.138	0.0	0Suff NW	4	93138	paft	0.0	1.0	False
94.43	0.0	1Suff w/o Lat.	12	94430	relative	1.0	0.0	False
95.489	0.0	2Suff w/o Lat.	22	95489	stealthily	1.0	0.0	False
96.698	0.0	1Suff w/o Lat.	12	96698	director	1.0	0.0	False
97.59	0.0	1Suff w/o Lat.	12	97590	government	1.0	0.0	False
98.415	0.0	1Suff PseudoStemNW	14	98415	deabonable	0.0	1.0	False
99.607	0.0	0Suff w/o Lat.	2	99607	nerve	1.0	0.0	False
100.557	0.0	2Suff RealStemNW	25	100557	globical	0.0	0.0	True
101.582	0.0	0Suff NW	4	101582	sest	0.0	1.0	False
102.808	0.0	0Suff w/o Lat.	2	102808	execute	1.0	0.0	False
103.783	0.0	2Suff w/o Lat.	22	103783	architectural	1.0	0.0	False
104.933	0.0	0Suff w/ Lat.	1	104933	progress	1.0	0.0	False
105.925	0.0	2Suff w/o Lat.	22	105925	partially	1.0	0.0	False
106.817	0.0	0Suff NW	4	106817	ais	0.0	1.0	False
107.851	0.0	1Suff w/ Lat.	11	107851	instruction	1.0	0.0	False
108.676	0.0	0Suff NW	4	108676	esdybit	0.0	1.0	False
109.718	0.0	0Suff NW	4	109718	headth	0.0	1.0	False
110.919	0.0	2Suff w/ Lat.	21	110919	affectionate	1.0	0.0	False
111.911	0.0	2Suff w/o Lat.	22	111911	guiltiness	1.0	0.0	False
112.844	0.0	2Suff w/o Lat.	22	112844	additional	1.0	0.0	False
113.82	0.0	0Suff w/ Lat.	1	113820	mistake	1.0	0.0	False
114.703	0.0	0Suff NW	4	114703	betiece	0.0	1.0	False
115.778	0.0	2Suff w/o Lat.	22	115778	relationship	1.0	0.0	False
116.637	0.0	2Suff RealStemNW	25	116637	affectorship	0.0	0.0	True
117.504	0.0	2Suff w/o Lat.	22	117504	decisively	1.0	0.0	False
118.471	0.0	2Suff PseudoStemNW	24	118471	eetwardly	0.0	1.0	False
119.58	0.0	0Suff w/o Lat.	2	119580	harm	1.0	0.0	False
120.438	0.0	1Suff w/o Lat.	12	120438	manly	1.0	0.0	False
