onset	duration	trial_type	value	sample	stimulus	is_word	response	correct
51.996	0.0	2Suff PseudoStemNW	24	51996	stoteldionist	0	1.0	False
52.988	0.0	2Suff w/o Lat.	22	52988	wakefulness	1	0.0	False
53.98	0.0	2Suff w/o Lat.	22	53980	substantially	1	0.0	False
55.239	0.0	1Suff w/o Lat.	12	55239	profitable	1	0.0	False
56.164	0.0	0Suff NW	4	56164	eserete	0	1.0	False
57.723	0.0	0Suff w/o Lat.	2	57723	function	1	0.0	False
58.673	0.0	0Suff NW	4	58673	lenction	0	1.0	False
59.715	0.0	2Suff w/o Lat.	22	59715	fastener	1	0.0	False
60.974	0.0	1Suff w/o Lat.	12	60974	development	1	0.0	False
62.75	0.0	1Suff w/o Lat.	12	62750	delightful	1	0.0	False
63.767	0.0	1Suff PseudoStemNW	14	63767	thacken	0	1.0	False
65.009	0.0	0Suff w/ Lat.	1	65009	affirm	1	0.0	False
65.992	0.0	1Suff w/o Lat.	12	65992	soften	1	0.0	False
66.959	0.0	1Suff PseudoStemNW	14	66959	vimidate	0	1.0	False
68.093	0.0	2Suff Composite	23	68093	perturbation	1	0.0	False
69.368	0.0	2Suff PseudoStemNW	24	69368	falumfilly	0	1.0	False
70.719	0.0	1Suff PseudoStemNW	14	70719	dehonite	0	1.0	False
71.627	0.0	2Suff PseudoStemNW	24	71627	miccessfully	0	1.0	False
72.619	0.0	0Suff w/o Lat.	2	72619	believe	1	1.0	True
74.92	0.0	0Suff NW	4	74920	frala	0	1.0	False
76.004	0.0	0Suff NW	4	76004	glibe	0	1.0	False
77.579	0.0	2Suff Composite	23	77579	biblical	1	0.0	False
78.863	0.0	2Suff w/o Lat.	22	78863	periodical	1	0.0	False
80.03	0.0	2Suff RealStemNW	25	80030	definerize	0	1.0	False
81.872	0.0	1Suff RealStemNW	15	81872	architectian	0	1.0	False
84.24	0.0	2Suff RealStemNW	25	84240	directality	0	0.0	True
85.457	0.0	2Suff RealStemNW	25	85457	futurional	0	1.0	False
87.507	0.0	1Suff PseudoStemNW	14	87507	preguctable	0	1.0	False
89.124	0.0	0Suff NW	4	89124	imoat	0	1.0	False
90.091	0.0	1Suff w/o Lat.	12	90091	periodic	1	0.0	False
91.55	0.0	0Suff NW	4	91550	arx	0	1.0	False
92.642	0.0	2Suff w/o Lat.	22	92642	relatively	1	0.0	False
94.251	0.0	2Suff RealStemNW	25	94251	subjectfully	0	0.0	True
95.476	0.0	0Suff w/o Lat.	2	95476	real	1	0.0	False
96.51	0.0	0Suff w/o Lat.	2	96510	develop	1	0.0	False
97.46	0.0	2Suff w/o Lat.	22	97460	additional	1	0.0	False
98.411	0.0	2Suff PseudoStemNW	24	98411	pipplification	0	1.0	False
99.536	0.0	1Suff w/ Lat.	11	99536	instruction	1	0.0	False
100.611	0.0	0Suff NW	4	100611	tuty	0	1.0	False
101.895	0.0	2Suff RealStemNW	25	101895	glorliness	0	1.0	False
102.945	0.0	2Suff PseudoStemNW	24	102945	figically	0	1.0	False
104.187	0.0	0Suff NW	4	104187	preguct	0	1.0	False
105.329	0.0	0Suff w/o Lat.	2	105329	govern	1	1.0	True
106.221	0.0	0Suff w/ Lat.	1	106221	concept	1	0.0	False
107.155	0.0	1Suff RealStemNW	15	107155	conceptuic	0	0.0	True
108.33	0.0	0Suff w/ Lat.	1	108330	project	1	0.0	False
109.314	0.0	2Suff Composite	23	109314	allegation	1	0.0	False
110.739	0.0	0Suff w/o Lat.	2	110739	season	1	0.0	False
111.615	0.0	2Suff RealStemNW	25	111615	accidentical	0	0.0	True
112.648	0.0	2Suff RealStemNW	25	112648	marketfulness	0	1.0	False
114.457	0.0	1Suff RealStemNW	15	114457	painable	0	0.0	True
115.558	0.0	1Suff w/o Lat.	12	115558	definite	1	0.0	False
116.641	0.0	1Suff w/o Lat.	12	116641	marketable	1	0.0	False
118.692	0.0	2Suff w/o Lat.	22	118692	intensively	1	0.0	False
120.109	0.0	0Suff w/o Lat.	2	120109	ritual	1	0.0	False
121.309	0.0	1Suff w/o Lat.	12	121309	adaptable	1	0.0	False
122.385	0.0	1Suff w/o Lat.	12	122385	faithful	1	0.0	False
123.985	0.0	2Suff Composite	23	123985	vitalization	1	0.0	False
126.044	0.0	0Suff w/o Lat.	2	126044	market	1	0.0	False
126.936	0.0	2Suff PseudoStemNW	24	126936	tutiously	0		False
129.337	0.0	0Suff w/o Lat.	2	129337	sleep	1	0.0	False
130.354	0.0	2Suff w/o Lat.	22	130354	agreeably	1	0.0	False
131.429	0.0	1Suff PseudoStemNW	14	131429	eseretion	0	1.0	False
132.488	0.0	2Suff RealStemNW	25	132488	restiousness	0	1.0	False
134.063	0.0	2Suff w/o Lat.	22	134063	fatally	1	0.0	False
135.072	0.0	2Suff RealStemNW	25	135072	dramatilessly	0	1.0	False
136.547	0.0	0Suff NW	4	136547	fleed	0	1.0	False
137.756	0.0	1Suff w/o Lat.	12	137756	immunize	1	0.0	False
138.948	0.0	2Suff Composite	23	138948	characteristic	1	0.0	False
140.307	0.0	2Suff w/ Lat.	21	140307	affirmatively	1	0.0	False
141.782	0.0	2Suff w/ Lat.	21	141782	conceptualize	1	0.0	False
143.716	0.0	1Suff w/o Lat.	12	143716	believable	1	0.0	False
144.8	0.0	0Suff w/o Lat.	2	144800	part	1	0.0	False
145.767	0.0	1Suff w/o Lat.	12	145767	orderly	1	0.0	False
146.901	0.0	1Suff RealStemNW	15	146901	differious	0	1.0	False
148.184	0.0	1Suff w/o Lat.	12	148184	mythical	1	0.0	False
149.318	0.0	1Suff RealStemNW	15	149318	intensful	0	0.0	True
150.218	0.0	2Suff w/o Lat.	22	150218	childishly	1	0.0	False
151.352	0.0	1Suff w/o Lat.	12	151352	mobilize	1	0.0	False
152.469	0.0	2Suff RealStemNW	25	152469	marginical	0	1.0	False
153.519	0.0	0Suff NW	4	153519	ewsib	0	1.0	False
154.678	0.0	1Suff RealStemNW	15	154678	leador	0	1.0	False
156.153	0.0	1Suff PseudoStemNW	14	156153	paftial	0	1.0	False
157.154	0.0	1Suff w/ Lat.	11	157154	projection	1	0.0	False
158.254	0.0	2Suff PseudoStemNW	24	158254	lenctionally	0	1.0	False
159.396	0.0	1Suff w/o Lat.	12	159396	musical	1	0.0	False
160.363	0.0	2Suff w/o Lat.	22	160363	differently	1	0.0	False
162.514	0.0	2Suff w/o Lat.	22	162514	transitional	1	0.0	False
163.856	0.0	2Suff w/o Lat.	22	163856	basically	1	0.0	False
165.015	0.0	1Suff w/o Lat.	12	165015	outward	1	0.0	False
166.023	0.0	0Suff w/o Lat.	2	166023	pole	1	0.0	False
167.065	0.0	1Suff PseudoStemNW	14	167065	fralatize	0	1.0	False
168.115	0.0	1Suff PseudoStemNW	14	168115	thashful	0	1.0	False
169.141	0.0	1Suff w/o Lat.	12	169141	deadly	1	0.0	False
170.083	0.0	2Suff w/o Lat.	22	170083	validation	1	0.0	False
171.183	0.0	0Suff w/o Lat.	2	171183	lead	1	0.0	False
172.125	0.0	2Suff w/o Lat.	22	172125	reasonably	1	0.0	False
173.117	0.0	1Suff RealStemNW	15	173117	marketless	0	0.0	True
174.309	0.0	2Suff w/o Lat.	22	174309	isolationist	1	0.0	False
175.91	0.0	0Suff NW	4	175910	fleep	0	1.0	False
177.085	0.0	2Suff w/o Lat.	22	177085	fatality	1	0.0	False
178.094	0.0	2Suff RealStemNW	25	178094	guardifiance	0	1.0	False
179.119	0.0	2Suff PseudoStemNW	24	179119	eetwardly	0	1.0	False
180.311	0.0	2Suff PseudoStemNW	24	180311	uspasionally	0	1.0	False
181.386	0.0	1Suff RealStemNW	15	181386	considerion	0	0.0	True
182.603	0.0	0Suff w/o Lat.	2	182603	grace	1	0.0	False
183.612	0.0	0Suff w/o Lat.	2	183612	awe	1	0.0	False
184.796	0.0	1Suff w/ Lat.	11	184796	subjective	1	0.0	False
185.929	0.0	0Suff w/o Lat.	2	185929	trivia	1	0.0	False
187.113	0.0	2Suff w/ Lat.	21	187113	affectionate	1	0.0	False
188.463	0.0	2Suff PseudoStemNW	24	188463	snoughtfully	0	1.0	False
189.655	0.0	2Suff w/o Lat.	22	189655	softener	1	0.0	False
190.973	0.0	2Suff w/o Lat.	22	190973	differentiate	1	0.0	False
192.573	0.0	0Suff NW	4	192573	diruce	0	1.0	False
193.832	0.0	0Suff NW	4	193832	pote	0	1.0	False
195.157	0.0	1Suff PseudoStemNW	14	195157	wrotify	0	1.0	False
196.299	0.0	2Suff RealStemNW	25	196299	editerize	0	1.0	False
197.866	0.0	1Suff RealStemNW	15	197866	logicic	0	1.0	False
199.075	0.0	0Suff w/o Lat.	2	199075	soul	1	0.0	False
250.816	0.0	1Suff w/o Lat.	12	250816	thoughtless	1	0.0	False
252.45	0.0	1Suff RealStemNW	15	252450	educatate	0	1.0	False
254.209	0.0	0Suff NW	4	254209	moel	0	1.0	False
255.192	0.0	2Suff w/o Lat.	22	255192	triviality	1	1.0	True
257.426	0.0	2Suff w/o Lat.	22	257426	soulfully	1	0.0	False
258.643	0.0	2Suff RealStemNW	25	258643	awively	0	1.0	False
259.635	0.0	2Suff w/o Lat.	22	259635	successfully	1	0.0	False
260.719	0.0	1Suff PseudoStemNW	14	260719	girernment	0	1.0	False
261.753	0.0	1Suff w/o Lat.	12	261753	poetic	1	0.0	False
262.87	0.0	2Suff Composite	23	262870	simplification	1	0.0	False
264.095	0.0	2Suff RealStemNW	25	264095	vitalilessly	0	1.0	False
266.004	0.0	2Suff w/o Lat.	22	266004	originality	1	0.0	False
267.154	0.0	2Suff RealStemNW	25	267154	categorally	0		False
269.563	0.0	0Suff NW	4	269563	sork	0	1.0	False
270.73	0.0	2Suff Composite	23	270730	corporation	1	0.0	False
271.939	0.0	2Suff w/o Lat.	22	271939	frightfully	1	0.0	False
273.165	0.0	0Suff NW	4	273165	prodfess	0	1.0	False
274.24	0.0	0Suff w/o Lat.	2	274240	soft	1	0.0	False
275.123	0.0	0Suff NW	4	275123	stumia	0	1.0	False
276.307	0.0	0Suff NW	4	276307	subplence	0	1.0	False
277.341	0.0	0Suff w/ Lat.	1	277341	subject	1	0.0	False
278.299	0.0	0Suff w/o Lat.	2	278299	fate	1	0.0	False
279.483	0.0	0Suff NW	4	279483	helily	0	1.0	False
280.45	0.0	1Suff PseudoStemNW	14	280450	restittable	0	1.0	False
281.492	0.0	2Suff w/ Lat.	21	281492	projectionist	1	1.0	True
282.993	0.0	2Suff RealStemNW	25	282993	affectorship	0	1.0	False
284.193	0.0	0Suff w/o Lat.	2	284193	origin	1	0.0	False
285.235	0.0	0Suff NW	4	285235	degor	0	1.0	False
286.46	0.0	1Suff PseudoStemNW	14	286460	appigental	0	1.0	False
287.794	0.0	2Suff RealStemNW	25	287794	guiltioner	0	1.0	False
289.061	0.0	2Suff RealStemNW	25	289061	revitalilessly	0	1.0	False
290.803	0.0	2Suff w/o Lat.	22	290803	originally	1	0.0	False
