onset	duration	trial_type	value	sample	stimulus	is_word	response	correct
31.073	0.0	2Suff RealStemNW	25	31073	manionist	0.0	1.0	False
32.248	0.0	1Suff w/o Lat.	12	32248	ceremonial	1.0	0.0	False
33.49	0.0	2Suff w/o Lat.	22	33490	painlessly	1.0	0.0	False
34.59	0.0	2Suff RealStemNW	25	34590	subjectously	0.0	1.0	False
35.799	0.0	1Suff w/o Lat.	12	35799	architecture	1.0	0.0	False
36.991	0.0	0Suff NW	4	36991	atrie	0.0	1.0	False
38.066	0.0	2Suff w/o Lat.	22	38066	thoughtlessly	1.0	1.0	True
39.375	0.0	2Suff PseudoStemNW	24	39375	utelessness	0.0	1.0	False
41.009	0.0	0Suff w/ Lat.	1	41009	project	1.0	0.0	False
41.918	0.0	2Suff RealStemNW	25	41918	moistantly	0.0	1.0	False
43.076	0.0	2Suff w/o Lat.	22	43076	aimlessly	1.0	0.0	False
44.318	0.0	0Suff NW	4	44318	concoler	0.0	1.0	False
45.302	0.0	0Suff NW	4	45302	provame	0.0	1.0	False
46.461	0.0	1Suff RealStemNW	15	46461	competitful	0.0	1.0	False
47.544	0.0	1Suff PseudoStemNW	14	47544	betiecable	0.0	1.0	False
48.478	0.0	2Suff w/ Lat.	21	48478	impressionism	1.0	1.0	True
49.937	0.0	1Suff RealStemNW	15	49937	childory	0.0	1.0	False
51.154	0.0	2Suff w/ Lat.	21	51154	exhibitionism	1.0	0.0	False
52.338	0.0	0Suff NW	4	52338	nole	0.0	1.0	False
53.321	0.0	1Suff PseudoStemNW	14	53321	thacken	0.0	1.0	False
54.288	0.0	2Suff RealStemNW	25	54288	glorliness	0.0	1.0	False
55.28	0.0	1Suff RealStemNW	15	55280	hopeable	0.0	1.0	False
56.622	0.0	1Suff PseudoStemNW	14	56622	prodfessive	0.0	1.0	False
57.631	0.0	2Suff w/o Lat.	22	57631	wakefulness	1.0	0.0	False
58.89	0.0	1Suff w/o Lat.	12	58890	editor	1.0	0.0	False
60.098	0.0	2Suff PseudoStemNW	24	60098	restittably	0.0	1.0	False
61.115	0.0	0Suff NW	4	61115	hode	0.0	1.0	False
62.174	0.0	1Suff PseudoStemNW	14	62174	ramial	0.0	1.0	False
63.183	0.0	0Suff w/o Lat.	2	63183	myth	1.0	0.0	False
64.275	0.0	0Suff w/o Lat.	2	64275	define	1.0	0.0	False
65.3	0.0	1Suff w/o Lat.	12	65300	agreeable	1.0	0.0	False
66.242	0.0	2Suff PseudoStemNW	24	66242	stumiality	0.0	1.0	False
67.4	0.0	2Suff PseudoStemNW	24	67400	deterfuristic	0.0	1.0	False
68.559	0.0	0Suff w/o Lat.	2	68559	provoke	1.0	0.0	False
69.793	0.0	0Suff w/ Lat.	1	69793	instruct	1.0	0.0	False
71.077	0.0	2Suff PseudoStemNW	24	71077	priueurantly	0.0	1.0	False
72.119	0.0	1Suff w/o Lat.	12	72119	furious	1.0	0.0	False
73.152	0.0	2Suff Composite	23	73152	mechanistic	1.0	1.0	True
74.611	0.0	2Suff PseudoStemNW	24	74611	segnonistic	0.0	1.0	False
75.795	0.0	2Suff RealStemNW	25	75795	immunability	0.0	1.0	False
77.187	0.0	2Suff PseudoStemNW	24	77187	eltensively	0.0	1.0	False
78.521	0.0	0Suff NW	4	78521	cossete	0.0	1.0	False
79.463	0.0	1Suff w/o Lat.	12	79463	confession	1.0	0.0	False
80.58	0.0	1Suff PseudoStemNW	14	80580	chotintical	0.0	1.0	False
81.647	0.0	2Suff w/o Lat.	22	81647	transitional	1.0	0.0	False
82.73	0.0	0Suff w/o Lat.	2	82730	friend	1.0	0.0	False
83.781	0.0	0Suff w/o Lat.	2	83781	finance	1.0	0.0	False
84.864	0.0	0Suff NW	4	84864	concuch	0.0	1.0	False
