onset	duration	trial_type	value	sample	stimulus	is_word	response	correct
29.035	0.0	2Suff w/o Lat.	22	29035	brokerage	1.0	1.0	True
30.486	0.0	1Suff RealStemNW	15	30486	merciable	0.0	1.0	False
32.886	0.0	1Suff w/o Lat.	12	32886	signify	1.0	0.0	False
33.82	0.0	2Suff w/o Lat.	22	33820	vaccination	1.0	0.0	False
34.854	0.0	1Suff w/o Lat.	12	34854	commercial	1.0	0.0	False
35.787	0.0	1Suff w/o Lat.	12	35787	stylist	1.0	0.0	False
36.712	0.0	0Suff w/o Lat.	2	36712	attract	1.0	0.0	False
37.621	0.0	2Suff w/ Lat.	21	37621	exclusiveness	1.0	0.0	False
38.721	0.0	0Suff w/o Lat.	2	38721	prefer	1.0	0.0	False
39.613	0.0	1Suff w/o Lat.	12	39613	critical	1.0	0.0	False
40.514	0.0	1Suff PseudoStemNW	14	40514	lokely	0.0	1.0	False
41.622	0.0	0Suff w/o Lat.	2	41622	symbol	1.0	0.0	False
42.598	0.0	2Suff w/o Lat.	22	42598	breathlessly	1.0	0.0	False
43.548	0.0	2Suff RealStemNW	25	43548	creatously	0.0	1.0	False
45.182	0.0	2Suff w/ Lat.	21	45182	composition	1.0	0.0	False
46.215	0.0	0Suff w/ Lat.	1	46215	provide	1.0	0.0	False
47.482	0.0	2Suff PseudoStemNW	24	47482	fortorately	0.0	1.0	False
48.775	0.0	0Suff NW	4	48775	inflise	0.0	1.0	False
49.917	0.0	0Suff NW	4	49917	blunk	0.0	1.0	False
51.4	0.0	2Suff w/o Lat.	22	51400	foolishness	1.0	0.0	False
52.826	0.0	2Suff w/o Lat.	22	52826	herbalist	1.0	1.0	True
54.426	0.0	2Suff PseudoStemNW	24	54426	healtily	0.0	n/a	False
56.819	0.0	0Suff w/o Lat.	2	56819	sense	1.0	0.0	False
57.752	0.0	0Suff w/ Lat.	1	57752	perfect	1.0	0.0	False
58.894	0.0	1Suff PseudoStemNW	14	58894	jokous	0.0	1.0	False
60.011	0.0	2Suff w/ Lat.	21	60011	expressionist	1.0	0.0	False
61.128	0.0	0Suff w/ Lat.	1	61128	explode	1.0	0.0	False
62.437	0.0	2Suff w/o Lat.	22	62437	industrialist	1.0	0.0	False
63.646	0.0	0Suff NW	4	63646	provace	0.0	0.0	True
65.346	0.0	1Suff w/o Lat.	12	65346	cyclic	1.0	0.0	False
66.505	0.0	2Suff Composite	23	66505	solipsistic	1.0	1.0	True
68.047	0.0	1Suff w/o Lat.	12	68047	comfortable	1.0	0.0	False
69.039	0.0	2Suff w/o Lat.	22	69039	continually	1.0	0.0	False
69.948	0.0	2Suff Composite	23	69948	probation	1.0	0.0	False
71.073	0.0	2Suff w/o Lat.	22	71073	uselessly	1.0	0.0	False
72.157	0.0	2Suff PseudoStemNW	24	72157	efforniveness	0.0	1.0	False
73.532	0.0	2Suff w/o Lat.	22	73532	fertilizer	1.0	0.0	False
74.524	0.0	1Suff w/o Lat.	12	74524	continuous	1.0	0.0	False
75.441	0.0	1Suff PseudoStemNW	14	75441	expredive	0.0	1.0	False
76.633	0.0	1Suff w/o Lat.	12	76633	comical	1.0	0.0	False
78.634	0.0	1Suff w/o Lat.	12	78634	joyous	1.0	0.0	False
79.651	0.0	1Suff RealStemNW	15	79651	perfectate	0.0	1.0	False
81.018	0.0	2Suff PseudoStemNW	24	81018	perfallionist	0.0	1.0	False
82.585	0.0	1Suff w/o Lat.	12	82585	modernize	1.0	0.0	False
84.102	0.0	0Suff w/o Lat.	2	84102	self	1.0	0.0	False
84.961	0.0	0Suff NW	4	84961	hett	0.0	1.0	False
86.003	0.0	0Suff w/o Lat.	2	86003	attend	1.0	0.0	False
86.87	0.0	1Suff w/o Lat.	12	86870	comparative	1.0	0.0	False
87.97	0.0	2Suff RealStemNW	25	87970	feverality	0.0	1.0	False
